bridge_id,bauwerksart_text,baustoffklasse,laenge,breite,baujahr,traffic_dtv_latest,traffic_dtv_mean,zustandsnote,zustandsnotenklasse,gis_ort,gis_kreis,gis_bundesland,geom_x,geom_y
1525502._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,36.29,13.5,1962,14194.0,11891.448979591836,2.7,2.5  -  2.9,Eckernförde                                       ,Kreis Rendsburg-Eckernförde                                                     ,SH,1095117.7925999984,7264167.159000002
1525504._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,13.63,17.5,1961,,,1.8,1.5  -  1.9,Neudorf                                           ,Kreis Rendsburg-Eckernförde                                                     ,SH,1106756.0469999984,7252504.814400002
1525505._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,44.88,12.25,1980,,,2.4,2.0  -  2.4,Eckernförde                                       ,Kreis Rendsburg-Eckernförde                                                     ,SH,1103691.6988999993,7254398.0449
1525513._0,"Rohr als Brücke, ohne Ummantelung                                               ",Stahl/Leichtmetall,2.0,31.5,1966,14194.0,11891.448979591836,1.7,1.5  -  1.9,Eckernförde                                       ,Kreis Rendsburg-Eckernförde                                                     ,SH,1098706.2602000013,7255348.317000002
1525516._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,3.5,17.6,1995,,,2.2,2.0  -  2.4,Neudorf-Bornstein                                 ,Kreis Rendsburg-Eckernförde                                                     ,SH,1105306.9745999984,7253540.740999997
1525518._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Stahlverbund,26.24,13.25,2003,70702.0,40471.3,2.0,2.0  -  2.4,Gettorf                                           ,Kreis Rendsburg-Eckernförde                                                     ,SH,1111999.7870999984,7249121.452399999
1525519._0,Brücke als Schrägstielrahmen                                                    ,Beton/Stahlbeton,18.5,11.5,2003,70702.0,40471.3,2.0,2.0  -  2.4,Gettorf                                           ,Kreis Rendsburg-Eckernförde                                                     ,SH,1110500.8040000014,7249717.550499998
1525520._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,8.8,13.8,2016,14194.0,11891.448979591836,1.0,1.0  -  1.4,Altenhof                                          ,Kreis Rendsburg-Eckernförde                                                     ,SH,1100666.0898999982,7254786.972599998
1526508._0,Brücke als Schrägstielrahmen                                                    ,Beton/Stahlbeton,30.02,12.75,1976,,,2.0,2.0  -  2.4,Sprenge                                           ,Kreis Rendsburg-Eckernförde                                                     ,SH,1124533.3453000002,7256281.666100003
1526509._0,Brücke als Schrägstielrahmen                                                    ,Beton/Stahlbeton,23.33,6.5,1976,,,2.0,2.0  -  2.4,Scharnhagen                                       ,Kreis Rendsburg-Eckernförde                                                     ,SH,1126344.6829000004,7254140.893799998
1526510._0,Plattenbrücke                                                                   ,Spannbeton,22.42,13.5,1976,,,2.0,2.0  -  2.4,Dänischenhagen                                    ,Kreis Rendsburg-Eckernförde                                                     ,SH,1127869.7798999995,7252391.040299997
1526511._0,Brücke als Schrägstielrahmen                                                    ,Beton/Stahlbeton,26.44,12.5,1968,,,2.1,2.0  -  2.4,Dänischenhagen                                    ,Kreis Rendsburg-Eckernförde                                                     ,SH,1128202.9094000012,7251855.8989999965
1526512._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,4.14,44.85,1968,,,2.5,2.5  -  2.9,Dänischenhagen                                    ,Kreis Rendsburg-Eckernförde                                                     ,SH,1128526.2556999996,7251381.992899999
1526513._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,5.5,14.0,1968,,,2.0,2.0  -  2.4,Dänischenhagen                                    ,Kreis Rendsburg-Eckernförde                                                     ,SH,1128667.7758999988,7251166.439800002
1526514._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,5.5,14.0,1968,,,2.2,2.0  -  2.4,Dänischenhagen                                    ,Kreis Rendsburg-Eckernförde                                                     ,SH,1128858.6647000017,7249566.652400002
1526515._0,Brücke als Schrägstielrahmen                                                    ,Beton/Stahlbeton,26.44,12.5,1966,70702.0,40471.3,1.9,1.5  -  1.9,Altenholz-Klausdorf                               ,Landeshauptstadt Kiel                                                           ,SH,1128430.8814999985,7248296.978699997
1526517._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Stahlverbund,24.72,11.5,2003,70702.0,40471.3,2.0,2.0  -  2.4,Mannhagen                                         ,Kreis Rendsburg-Eckernförde                                                     ,SH,1113899.5058999993,7246186.747100003
2918337._0,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,2.81,4.5,2011,,,1.6,1.5  -  1.9,Bremen - Strom                                    ,Bremen                                                                          ,,,
1526518._0,Brücke als Schrägstielrahmen                                                    ,Beton/Stahlbeton,21.0,6.0,2003,70702.0,40471.3,1.3,1.0  -  1.4,Gettorf                                           ,Kreis Rendsburg-Eckernförde                                                     ,SH,1113221.7426000014,7247912.7412
1528500._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,4.87,17.27,1980,,,2.4,2.0  -  2.4,Schönberg                                         ,Kreis Plön                                                                      ,SH,1154160.9745000005,7246599.083899997
1532502._0,Gewölbe-/Bogenbrücke ohne Aufbeton                                              ,Beton/Stahlbeton,13.4,49.25,1941,14649.0,13860.714285714286,2.5,2.5  -  2.9,Avendorf                                          ,Kreis Ostholstein                                                               ,SH,1238129.1218000017,7249369.139700003
1532504._0,Plattenbrücke                                                                   ,Spannbeton,51.6,8.5,1962,14649.0,13860.714285714286,2.8,2.5  -  2.9,Avendorf                                          ,Kreis Ostholstein                                                               ,SH,1239397.1039999984,7251373.997500002
1533500._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,8.7,14.0,1962,,,3.2,3.0  -  3.4,Puttgarden                                        ,Kreis Ostholstein                                                               ,SH,1248892.3817000017,7263736.214299999
